Unnamed: 0,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
313,ciendelela,eterniter,1.0,postive,mot,eternity,ubungunaphakade,ewigheid,bosafeleng,kanaphakade,kusingagumi
314,dishintuluka,changement,1.0,postive,mot,change,phendula,verander,phetogo,utshintsho,shanduko
315,ditumikila,obeisance,1.0,neutral,mot,obedience,ukuzwa,gehoorsaamheid,go kwa,ukuthobela,kuteerera
316,disanka,bonheur,1.0,postive,mot,happiness,injabulo,geluk,lethabo,ulonwabo,mufaro
317,dibungama,tristesse,0.0,neutral,mot,sadness,ukudabuka,hartseer,manyami a go nyama,usizi,kusuwa
318,tshinji,colere,-1.0,negative,mot,anger,intukuthelo,woede,pefelo,umsindo,kutsamwa
319,bowa,peur,-1.0,negative,mot,fear,ukwesaba,vrees,thoga,uloyiko,kutya
321,kukuata,reusir,1.0,postive,verbe,succeed,phumelela,slaag,atlega,phumelela,budirira
322,kubula,echec,-1.0,negative,mot,failure,phaphalaza,mislukking,go palelwa,ukusilela,kutadza
323,ditekemena,confiance,1.0,postive,mot,trust,themba,vertrou,tshepha,ukuthembana,kuvimba
324,kuseka,sourire,2.0,postive,verbe,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
325,bisonji,larmes,-1.0,negative,mot,tears,izinyembekathi,trane,megokgo,iinyembezi,misodzi
326,ditekemena,espoir,1.0,postive,mot,hope,ithemba,hoop,kholofelo,ithemba,tariro
327,kuvuluka,souvenir,1.0,postive,mot,memory,ukukhumbula,geheue,kgopolo,imemori,ndangariro
328,kubengakutekemena,desespoir,-2.0,negative,mot,despair,phela ithemba,wanhoop,hloboga,ukuphelelwa lithemba,kupererwa
329,moyimukola,courage,0.0,neutral,mot,courage,isibindi,moed,mafolofolo,isibindi,ushingi
330,tungunuka,continuer,0.0,neutral,verbe,continue,qhubeka,gaan voort,twela pele,qhubeka,enderera
331,mudikadila,liberter,0.0,neutral,mot,liberate,khulula,bevry,lokolloa,ikhululekile,kusunungurwa
332,kukudimuna,transformer,0.0,neutral,verbe,transform,shintsha,transformeer,phetogo ya phetoo,tshintsha,shandura
333,kukola,grandir,0.0,neutral,verbe,grow,ukukhula,te groei,go gola,ukukhula,kukura
334,kulongesha,enseigne,0.0,neutral,mot,taught,wafundisa,geleer,rutile,ifundisiwe,kudzidziswa
335,tshisumi,perceverance,0.0,neutral,mot,perception,ukuqonda,persepsie,temogo,umbono,perception
336,kubela,reprimande,-1.0,negative,mot,reprimand,ukujezisa,berisping,kgalemo,phinda,kutsiura
338,bundu,honte,-1.0,negative,mot,shame,amahloni,skaamte,mahlabiadihlong,ihlazo,nyadzi
343,bualubudikabuyimuakuezeka,impossible,0.0,neutral,mot,impossible,ngenakwenzeka,onmoontlik,sa kgonagalego,ayinakwenzeka,hazvigoneke
345,biakana,parfaite,1.0,postive,mot,perfect,gweda,perfek,phethegilego,igqibelele,kukwana
346,muenacilema,egoiste,-1.0,negative,mot,selfcentered,ngokwakho uqobo,selfgesentreerd,boithati,ukuzingca,kuzvifunga
347,umueka,visible,2.0,postive,mot,visible,qavile,sigbaar,go bonagala,ibonakale,inoonekwa
348,kayilulamatu,infidele,-1.0,negative,mot,unfaithful,ngenalo iqiniso,ontrou,go se botege,enganyanisekanga,vasina kutendeka
349,lulamatu,fidele,1.0,postive,mot,faithful,thembekile,getrou,botega,ithembekile,kutendeka
350,disengelela,supplication,1.0,postive,mot,supplication,ukunxusa,smeking,kgopelo,ukucela,kuteterera
352,dikudimuna,variation,1.0,postive,mot,variation,ukuphenduka,variasie,phapano,umahluko,kusiyana
353,dikuatshisha,contribuer,1.0,postive,verbe,contribute,nikela,bydra,na le seabe,ngegalelo,batsira
354,dikanyina,menace,-1.0,negative,mot,threat,ukusongela,bedreiging,mathoeti,isoyikiso,kutyisidzira
355,dijimina,disparaitre,-1.0,negative,mot,disappear,nyamalala,verdwyn,nyamelela,nyamalala,nyangarika
356,difuilalusa,pardon,0.0,neutral,mot,pardon,xolela,verskoning,tshwarelo,uxolelo,kuregerera
357,dibela,discipline,0.0,neutral,mot,discipline,imfundiso yokulalela,dissipline,kgalema,uqeqesho,kurangwa
358,dibingishibua,justification,0.0,neutral,mot,justification,ukuthethelela isizathu esizwakalayo,regverdiging,go lokafatwa,ukuzithethelela,kururamisa
359,kutangila,surveillance,0.0,neutral,mot,monitoring,ukuqapha,monitering,go bea leihlo,ukubeka iliso,kuongorora
360,mukawu,jalousie,-2.0,negative,mot,jealousy,umona,jaloesie,lehufa,umona,godo
361,kuanyishibua,satisfaction,1.0,postive,mot,satisfaction,ukugculiseka,tevredenheid,kgotsofalo,ulwaneliseko,kugutsikana
362,dinyingalala,regret,-2.0,negative,mot,regret,zisola,spyt,maswabi,ukuzisola,kuzvidemba
363,disanka,enthousiasme,1.0,positive,mot,enthusiasm,ugqozi,entoesiasme,mafolofolo,inzondelelo,kushingairira
364,kushikija,détermination,1.0,postive,mot,determination,ukunquma,vasberadenheid,phegelelo,ukuzimisela,kutsunga
365,kukina,hair,-1.0,negative,mot,hate,ukuzonda,haat,hloya,intiyo,kuvenga
366,dielekana,inquietude,-1.0,negative,mot,worry,khathazeka,bekommer,tshwenyega,ixhala,kunetseka
368,dituku,journée,1.0,postive,mot,daytime,isikhathi sasemini,dagtyd,motehare,ixesha lexesha,masikati
369,muedi,barbe,1.0,postive,mot,beard,intshebe,baard,ditedu,iindevu,ndebvu
370,mukana,bouche,1.0,postive,mot,mouth,umlomo,mond,molomo,umlomo,muromo
371,diboko,bras,1.0,postive,mot,arm,hlomisa,arm,letsogo,ingalo,ruoko
372,bongo,cerveau,1.0,postive,mot,brain,ingqondo,brein,bjoko,ingqondo,uropi
373,kasuki,cheveu,1.0,postive,mot,hair,uboya,hare,moriri,iinwele,bvudzi
374,kampombe,cheville,1.0,postive,mot,ankle,isinqe,enkel,kokoilane,iankle,ankle
375,lukofi,cil,1.0,postive,mot,eyelash,ukhophe,wimpers,eyelash,iliso,eyelash
376,muoyo,cur,1.0,postive,mot,heart,inhliziyo,hart,pelo,intliziyo,moyo
377,nuongo,colonnevertébrale,1.0,postive,mot,vertebralcolumn,ikholomu yevertebral,werwelkolom,kholomo ya mokokotlo,ikholamu yevertebral,vertebral column
380,nshingu,cou,1.0,postive,mot,neck,intamo,nek,molala,intamo,mutsipa
381,lukenyibu,coude,1.0,postive,mot,elbow,indololwane,elmboog,setu,lbow,elbow
382,tshibalubalu,crane,1.0,postive,mot,skull,ithambo lekhanda,skedel,lehata,skill,dehenya
383,tshibelo,cuisse,1.0,postive,mot,thigh,ithanga,bobeen,serope,ithanga,chidya
384,dinu,dent,1.0,postive,mot,tooth,izinyo,tand,leino,izinyo,zino
385,munu,doigt,1.0,postive,mot,finger,umunwe,vinger,monwana,umnwe,chigunwe
387,dikaya,épaule,1.0,postive,mot,shoulder,igxalaba,skouer,legetla,igxalaba,pfudzi
388,tshifu,estomac,1.0,postive,mot,stomach,isisu,maag,dimpa,isisu,dumbu
389,ditaku,fesse,1.0,postive,mot,buttock,isinqe,boud,marago,ibuttock,buttock
390,mutshima,foie,1.0,postive,mot,liver,isibindi,lewer,sebete,isibindi,chiropa
391,mpala,front,1.0,postive,mot,forehead,imvelelo,voorkop,phatla,ibunzi,pahuma
392,tshinu,genou,1.0,postive,mot,knee,idolo,knie,khuru,idolo,ibvi
393,diminu,gorge,1.0,postive,mot,throat,umphimbo,keel,mogolo,umqala,pahuro
397,kudima,cultiver,1.0,postive,verbe,cultivate,zijwayeza,kweek,hlagolela,hlakulela,vavarira
398,kusalula,labourer,1.0,postive,verbe,plow,hlakula,ploeg,mogoma,ukulima,kurima
399,luteta,graine,1.0,postive,mot,seed,inhlwanyelo,saad,peu,imbewu,mbeu
400,munya,soleil,1.0,neutral,mot,sun,ilanga,son,letati,ilanga,zuva
401,budimi,champ,1.0,postive,mot,field,idlelo,veld,themo,intsimi,munda
402,bowa,champignon,1.0,postive,mot,mushroom,ikhowe,sampioen,tlokwane,imashurumi,mushwa
403,buanga,fêtiche,0.0,neutral,mot,fetish,fetish,fetisj,fetish,thambisa,fetish
404,manga,medicaments,1.0,postive,mot,drugs,izidakamizwa,dwelms,dihlaretagi,iziyobisi,zvinodhaka
405,kudia,manger,1.0,postive,verbe,eat,dla,eet,ja,yitya,idya
406,tshisanji,radio,1.0,postive,mot,radio,iwayilense,radio,seyalemoya,irediyo,radio
407,tshisangilu,ristourne,1.0,postive,mot,rebate,ukubuyiselwa emuva,korting,pueto,isaphulelo,rebate
408,kasengulu,tamis,1.0,postive,mot,sieve,luswano,sif,sefe ya go se be le mohola,sieve,sieve
409,njiwu,danger,-1.0,negative,verbe,hazard,inkatho,gevaar,kotsi,ingozi,njodzi
410,kulongolola,arranger,1.0,postive,verbe,arrange,lungisa,reël,beakanya,cwangcisa,ronga
411,bunyi,motbre,1.0,postive,mot,motbre,imotbre,motbre,motbre,isiqu,motbre
413,kubikakulufu,ressuciter,0.0,neutral,verbe,resurrect,vusa,opstaan,tsoa,vusa,kumera
415,kubika,reveiller,0.0,neutral,verbe,wake,vuka,wakker word,tsoga,vuka,muka
416,kulala,dormir,0.0,neutral,verbe,sleep,ukulala,slaap,robala,ukulala,kurara
417,nshinga,fil,0.0,neutral,mot,thread,intanjana,draad,garane,intambo,thread
418,bubi,mal,0.0,neutral,mot,wrong,ngalungile,verkeerd,phoo,ayilunganga,zvakaipa
420,buta,sandre,1.0,postive,mot,zander,wander,snoekbaars,zander,izander,zander
421,tshingoma,arme,-1.0,negative,mot,armed,hlomile,gewapen,o hlomete ka dibeta,ixhobile,zvombo
422,nkuasa,chaise,1.0,postive,mot,chair,isihlalo,stoel,setulo,isitulo,chigaro
423,diba,montre,1.0,postive,mot,watch,qapha,kyk,bogela,jonga,tarisa
424,ngondo,lune,1.0,postive,mot,moon,inyanga,maan,ngwedi,inyanga,mwedzi
425,ditu,ajourner,1.0,postive,mot,day,usuku,dag,letati,usuku,zuva
426,nyama,animal,1.0,neutral,mot,animal,isilwane,dier,phoofolo,isilwanyana,mhuka
427,lumingu,semaine,1.0,postive,mot,week,isonto,week,beke,iveki,vhiki
428,nsangilu,assemblée,1.0,postive,mot,assembly,umbuthano,samestelling,kopano,indibano,gungano
429,biheta,résulat,1.0,negative,mot,result,umphumela,resultaat,poelo,isiphumo,mhedzisiro
430,mateta,examen,1.0,postive,mot,exam,ukuhlola,eksamen,tlhahlobo,iimviwo,bvunzo
431,kunyema,fuir,1.0,postive,verbe,flee,baleka,vlug,ngwega,saleke,tiza
432,kusamba,maladie,0.0,neutral,mot,disease,isifo,siekte,bolweti,isifo,chirwere
433,ludimi,langue,1.0,neutral,mot,language,ulimi,taal,polelo,ulwimi,mutauro
434,matshi,oreille,1.0,neutral,mot,ear,indlebe,oor,tsebe,indlebe,nzeve
436,muaku,mot,1.0,postive,mot,word,uhlamvu lwegama,woord,lentu,igama,izwi
437,kusomba,sasseoire,1.0,postive,verbe,sit,hlala phansi,gaan sit,dula fase,hlala phantsi,gara pasi
438,ngondo,mois,1.0,postive,mot,month,inyanga,maand,kgwedi,inyanga,mwedzi
440,kuya,partir,1.0,negative,verbe,leave,shiya,verlaat,tloga,shiya,zivisa
441,tshibasa,banc,1.0,postive,mot,bench,isihlalo eside,bank,panka,ibhentshi,bhenji
442,dibeji,papier,1.0,postive,mot,paper,iphepha,papier,pampiri,iphepha,pepa
443,kabudimbua,sachet,1.0,postive,mot,bag,isikhwama,sak,mokotla,ibhegi,bhegi
444,kabudimbua,macadame,1.0,postive,mot,macadam,imacadame,makadam,macadame,macadame,macadame
445,njila,route,1.0,postive,mot,road,umgwaqo,pad,tsela,indlela,mugwagwa
446,benketshi,sceau,1.0,postive,mot,seal,ukubeka uphawu,seël,tswalela,itywina,chisimbiso
447,kusamuna,louer,1.0,postive,verbe,rent,ukuqasha,te verhuur,go hira,ukuqesha ngaphandle,kubvarura
448,kosha,brûler,1.0,postive,verbe,burn,shisa,brand,fia,tshisa,kupisa
449,luwongu,ravin,1.0,postive,mot,ravine,udonga,kloof,moedi wa moroko,ravine,ravine
451,mitshi,arbre,1.0,postive,mot,tree,isihlahla,boom,mohlare,umthi,muti
452,kushiya,laisser,1.0,postive,verbe,leave,ukuhamba,om te vertrek,go tloga,ukuhamba,kusiya
453,dingeya,mangue,1.0,postive,mot,mango,imango,mango,mango,imango,mango
454,tshimuma,fruit,1.0,postive,mot,fruit,isithelo,vrugte,seenywa,iziqhamo,michero
455,kabua,malette,1.0,postive,mot,briefcase,isudikesi lezincwadi,aktetas,mokotla wa dipuku,ibrinter,chikwama
456,bukula,farine,1.0,postive,mot,flour,incushuncushu,meel,folouru,umgubo,hupfu
457,kutokesha,blanchir,0.0,neutral,verbe,white,mhlophe,bleek,se se weu,whiten,white
458,butoka,blancheur,0.0,neutral,mot,whiteness,ubumsulwa,witheid,bosweu,imhlophe,white
459,kufunda,ecrire,0.0,neutral,verbe,write,ukubhala,te skryf,go ngwala,ukubhala,kunyora
460,kunvua,entendre,0.0,neutral,verbe,hear,zwa,hoor,kwa,yiva,inzwa
461,kuteleja,ecouter,0.0,neutral,verbe,listen,beka indlebe,luister,theeleta,mamela,teerera
462,kusengelela,supplier,0.0,neutral,verbe,beg,cela,smeek,beg,cela,kukumbira
463,bitotshi,boue,0.0,neutral,mot,mud,ibishi,modder,leraga,udaka,matope
464,kulongesha,enseigner,0.0,neutral,verbe,teach,fundisa,leer,ruta,fundisa,dzidzisa
465,kuvuala,porter,0.0,neutral,verbe,carry,ukuthwala,te dra,go rwala,ukubamba,kutakura
466,ndenji,bebiteur,0.0,neutral,mot,bebiteur,ibheyili,bebiteur,bebeber,bebiteur,bebiteur
467,kunaya,jouer,0.0,neutral,verbe,play,dlala,speel,raloka,dlala,tamba
468,mubangila,fiancer,0.0,neutral,mot,engaged,ubandakanyeka,verloof raak,get e beeleditwe,thenjiswe umtshato,gamuchira
469,muanzankongolo,arcenciel,0.0,neutral,mot,rainbow,uthingo lwenkosazana,reënboog,molalatladi,umnyama,rainbow
470,nvula,pluie,0.0,neutral,mot,rain,imvula,reën,pula,imvula,kunaya
471,tumbela,arachide,0.0,neutral,mot,peanut,intongomane,grondboontjiebotter,peanut,peanut,peanut
472,kubola,pourrir,0.0,neutral,mot,rot,bola,vrot,bola,ukubola,kuora
473,moyi,salutation,1.0,postive,mot,greeting,izwi lokubingelela,groete,madume,imibuliso,kukwazisa
474,luzadi,ongle,1.0,postive,mot,nail,isipikili,spyker,lenala,isipikili,mbambo
475,mushiku,lèvre,1.0,postive,mot,lip,udebe,lip,molomo,imilebe,muromo
476,tshina,troue,1.0,postive,mot,hole,umgodi,gat,leoba,umngxunya,gomba
477,lukita,tombeau,1.0,postive,mot,tomb,ithuna,graf,lebitla,ingcwaba,tomb
478,musheta,cercueil,1.0,postive,mot,coffin,ibhokisi lokungcwaba,kis,lekese,ibhokisi,bhokisi
479,kutanda,gronder,1.0,postive,verbe,scold,bhokela,skel,omanya,phawula,tuka
480,muela,sel,1.0,neutral,mot,salt,usawoti,sout,letswai,ityiwa,munyu
481,lukombu,baler,1.0,postive,mot,baler,uvusana,baler,baler,ibaler,bailer
482,nkuasa,branche,1.0,postive,verbe,connect,hlangana,verbind,kopanya,qhagamshela,batanidza
484,kulonga,etudier,1.0,postive,verbe,study,ozokufunda,om te studeer,go ithuta,ukufunda,kudzidza
485,kuvuala,sabiller,1.0,postive,verbe,dress,ukugqoka,aan te trek,go apara,ukunxiba,kupfeka
486,kuenda,marcher,1.0,postive,verbe,walk,ukuhamba,te loop,go sepela,ukuhamba,kufamba
488,kuakula,parler,1.0,postive,verbe,talk,shumayela,praat,bolela,thetha,taura
492,kubenga,refuser,1.0,postive,verbe,refuse,ala,weier,gana,inyikima,ramba
494,kusomba,sassoir,1.0,postive,verbe,sit,hlala phansi,gaan sit,dula fase,hlala phantsi,gara pasi
495,kulenga,toucher,1.0,postive,verbe,touch,ukuthinta,aan te raak,go kgoma,ukuchukumisa,kubata
497,kuimansha,jeter,1.0,postive,verbe,throw,kulahle,weggooi,lahlela,lahla ngaphandle,rasa
498,kubugna,plier,1.0,postive,verbe,bend,gobisa,buig,koba,gobe,bend
499,kuenza,fair,1.0,postive,verbe,fair,hle,regverdig,lokilego,ubulungisa,zvakanaka
500,kulekala,laisser,1.0,postive,verbe,leave,ukuhamba,om te vertrek,go tloga,ukuhamba,kusiya
501,kumvua,ecouter,1.0,postive,verbe,listen,beka indlebe,luister,theeleta,mamela,teerera
502,kukuluka,tomber,0.0,neutral,verbe,fall,ukuwa,om te val,go wa,ukuwa,kudonha
505,bulalu,lit,1.0,postive,verbe,bed,umbhede,bed,mpete,ibhedi,mubhedha
506,muana,pantalon,1.0,postive,mot,pants,amabhulukwana,broek,marokgwana,ibhulukhwe,madhiri
507,nkanzu,robe,1.0,postive,mot,dress,gqoka,rok,seaparo,nxiba,chipfeko
509,kuibila,fraude,1.0,postive,verbe,defraud,khwabanisa,bedrieg,go fora ka go fora,qhawula,defraud
510,kututa,tapper,2.0,postive,verbe,tap,umpompi,tik,tshepe,thepha,tinya
511,mesa,table,1.0,postive,mot,table,itafula,tafel,tafola,itafile,tafura
512,kupingana,rentrer,1.0,postive,verbe,return,ukubuya,om terug te keer,go boela morago,ukubuya,kudzoka
513,kusomba,sassoire,1.0,postive,verbe,sits,hlala phansi,gaan sit,o dula fase,hlala phantsi,anogara pasi
515,tatu,père,1.0,neutral,mot,father,uyihlo,vader,papa,utata,baba
516,mamu,mère,1.0,postive,mot,mother,umame,ma,mma,umama,amai
517,mwana,enfant,1.0,positive,mot,child,ingane,kind,ngwana,umntwana,mwana
519,mutelu,chemise,1.0,postive,mot,shirt,ihembe,hemp,gempe,ihempe,shirt
520,lupangu,parcelle,1.0,postive,mot,plot,isakhiwo sendaba,plot,maanomabe,iyelenqe,zano
521,tshibuta,malette,1.0,postive,mot,briefcase,isudikesi lezincwadi,aktetas,mokotla wa dipuku,ibrinter,chikwama
522,biluatu,chaussure,1.0,postive,mot,shoe,isihlangu,skoen,seeta,isihlangu,shangu
523,moyo,cur,1.0,postive,mot,heart,inhliziyo,hart,pelo,intliziyo,moyo
524,machi,sang,1.0,postive,mot,blood,igazi,bloed,madi,igazi,ropa
525,mukolu,jambe,1.0,postive,mot,leg,umlenze,been,leoto,umlenze,gumbo
526,disu,oeuil,1.0,postive,mot,eye,ihlo,oog,leihlo,iliso,ziso
527,maboko,bras,1.0,postive,mot,arm,hlomisa,arm,letsogo,ingalo,ruoko
528,makasa,pieds,1.0,postive,mot,stones,amabona,klippe,maswika,amatye,matombo
529,minu,doigt,1.0,postive,mot,finger,iminwe,vinger,menwana,iminwe,zvigunwe
530,mayi,ufs,1.0,postive,mot,eggs,amaqanda,eiers,mae a,amaqanda,mazai
531,tshiadi,poitrine,1.0,postive,mot,chest,ibhokisi,bors,kgara,isifuba,chipfuva
532,mongu,dot,1.0,postive,mot,dowry,isipho semali,bruidskat,magadi,idowry,dowry
533,kaombu,talon,1.0,postive,mot,heel,isithende,hak,serethe,isithende,chitsitsinho
534,mulume,mari,1.0,neutral,mot,husband,umyeni,man,molekane wa monna,umyeni,murume
535,mbuji,chèvre,1.0,postive,mot,goat,imbuzi,bok,pudi,ibhokhwe,mbudzi
536,ngomba,vache,1.0,postive,mot,cow,imanzi,koei,kgomo,inkomo,mombe
537,nyunyi,oiseau,1.0,postive,mot,birds,izinyoni,voëls,dinonyana,iintaka,shiri
538,nyoka,serpent,1.0,postive,mot,snake,inyoka,slang,noga,inyoka,nyoka
539,nguluba,porc,1.0,postive,mot,pork,inyama yengulube,varkvleis,nama ya kolobe,inyama yehagu,nyama yenguruve
540,dibata,canard,1.0,postive,mot,duck,idada,eend,lepelepele,idada,dhadha
541,mbotsha,kobail,1.0,postive,mot,bail,imbonayili,kobail,kobail,ikobil,kobail
542,nzevu,elephant,1.0,neutral,mot,elephant,indlovu,olifant,tlou,elephants,nzou
543,lomba,salamandre,1.0,postive,mot,salamander,isalamander,salamander,salamander,isalamander,salamander
544,ntambua,lion,1.0,postive,mot,lion,ingonyama,leeu,tau,ingonyama,shumba
545,kangenena,insecte,1.0,postive,mot,insect,isilokazane,insek,khunkhwane,izinambuzane,chipembenene
546,tshiala,coque,1.0,postive,mot,hull,indikimba yomkhumbi,romp,hull,hull,hull
547,tshikuka,poule,1.0,postive,mot,chicken,inyama yenkukhu,hoender,nama ya kgogo,inkukhu,huku
548,mayi,eau,1.0,postive,mot,water,nisela,water,meetse,amanzi,mvura
549,lupuichi,poussière,1.0,postive,mot,dust,uthuli,stof,lerole,uthuli,guruva
551,mvula,pluie,1.0,postive,mot,rain,imvula,reën,pula,imvula,kunaya
552,mukidi,ravin,1.0,postive,mot,ravine,udonga,kloof,moedi wa moroko,ravine,ravine
553,tshiomba,manioc,1.0,postive,mot,cassava,ummeli,maniok,cassava,cassava,cassava
555,makala,braise,1.0,postive,mot,braised,bonakala,gesmoor,e betlilwe ka braised,qhalazwe,braising
556,mutshi,arbre,1.0,postive,mot,tree,isihlahla,boom,mohlare,umthi,muti
557,dibwa,pierre,1.0,postive,mot,rock,itshe elikhulu,rots,letlapa,iliwa,dombo
558,mashinda,hèrbe,1.0,postive,mot,grass,isikhotha,gras,bjang,ingca,huswa
559,nsoka,cailloux,1.0,postive,mot,pebbles,namatshe amadevu,klippies,pebbles,iipebhu,mabwe
560,binu,jenoux,1.0,postive,mot,venous,ujenoux,jenoux,jenoux,jenoux,jeneux
561,nzubu,maison,1.0,postive,mot,house,indlu,huis,ntlo,indlu,imba
562,lumuenu,vittre,1.0,postive,mot,window,iwindi,venster,lefasetere,iwindow,hwindo
563,tshiamua,piesse,1.0,postive,mot,witness,iqhwa,vroomheid,pieness,nguwe,pieness
564,mpala,frond,1.0,postive,mot,frond,amaqhwa,blaarblad,frond,ifrond,frond
565,makuta,argent,1.0,neutral,mot,money,imali,geld,thelete,imali,mari
566,losa,riz,1.0,postive,mot,rice,ilayisi eliluhlaza elingaphekiwe,rys,raese,irayisi,mupunga
567,binsonji,larme,1.0,postive,mot,tear,ukudabula,skeur,gagola,iinyembezi,misodzi
568,maleta,lettre,1.0,postive,mot,letter,uhlamvu lokulandelana kwamagama,brief,lengwalo,ileta,tsamba
570,bualu,problème,1.0,postive,mot,issue,izindaba okuphikiswana ngazo,kwessie,tlhagio,khupha,nyaya
572,musambu,chanson,1.0,postive,mot,song,iculo,liedjie,koa,ingoma,rwiyo
573,diulu,ciel,1.0,postive,mot,sky,isibhakabhaka,lug,lefaufau,isibhakabhaka,denga
574,muyiki,causerie,1.0,postive,mot,chat,ukuxoxa,gesels,bolediana,incoko,chat
576,nzebwa,courant,1.0,postive,mot,fluent,qephuza,vlot,boreledi,inyani,fluent
577,lulengu,paresse,1.0,postive,mot,laziness,ubuvila,luiheid,bootswa,ubuvila,usimbe
578,mabela,lait,1.0,neutral,mot,milk,ubisi,melk,maswi,ubisi,mukaka
579,bulenga,bonté,1.0,postive,mot,goodness,ukulunga,goedheid,botho,ukulunga,kunaka
580,bulunda,amitié,1.0,postive,mot,friendship,ubudlelwane,vriendskap,segwera,ubuhlobo,hushamwari
581,mulunda,ami,1.0,postive,mot,friend,umngane,vriend,mogwera,umhlobo,shamwari
582,muimvi,voleur,1.0,postive,mot,thief,isela,dief,lehodu,isela,mbavha
583,anyïma,ame,1.0,postive,mot,soul,umuphefumulo,siel,moya,umphefumlo,mweya
585,bowa,peur,0.0,neutral,mot,fear,ukwesaba,vrees,thoga,uloyiko,kutya
586,buakana,bonté,1.0,postive,mot,goodness,ukulunga,goedheid,botho,ukulunga,kunaka
587,bubi,péché,0.0,neutral,mot,fishing,ukufakaza,visvang,go rea dihlapi,ukuloba,kubata hove
588,budikadidi,liberté,1.0,postive,mot,freedom,inkululeko,vryheid,tokologo,inkululeko,rusununguko
589,buenzeji,impact,0.0,neutral,mot,impact,umphumela,impak,kamego,ifuthe,kukanganisa
590,bukenka,lumière,1.0,postive,mot,light,mhlophe,lig,seeta,ukukhanya,chiedza
591,bukokeshi,pouvoir,1.0,postive,mot,power,ubuqhwaga,krag,maatla,amandla,simba
592,bukola,force,1.0,postive,mot,strength,izithukuthuku,sterkte,maatla,amandla,simba
593,bulanda,pauvreté,0.0,neutral,mot,poverty,ukuntula,armoede,bodiidi,intlupheko,urombo
594,bulelela,vérité,1.0,postive,mot,truth,iqiniso,waarheid,bonnete,inyani,chokwadi
595,bundu,honte,1.0,postive,mot,shame,amahloni,skande,mahlabiadihlong,ihlazo,nyadzi
596,butshimunyi,victoire,1.0,postive,mot,victory,ukwahlula,oorwinning,phenyo,uloyiso,kukunda
597,butumbi,gloire,1.0,postive,mot,glory,ubukhosi,glorie,kgalalelo,uzuko,kubwinya
598,diakabi,malheur,-1.0,negative,mot,misfortune,nenhliziyo,ongeluk,madimabe,intlekele,zvakashata
600,dibanditshibua,elévation,1.0,postive,mot,elevation,ukuphakamisa,hoogte,bophagamo,ukuphakama,kukwirira
601,dibenesha,bénédiction,1.0,postive,mot,blessing,isibusiso,seën,dithegofato,intsikelelo,chikomborero
602,dibungama,tristesse,-1.0,negative,mot,sadness,ukudabuka,hartseer,manyami a go nyama,usizi,kusuwa
603,difesto,fête,1.0,postive,mot,party,inhlangano,partytjie,mokgatlo,itheko,party
604,difutu,salaire,1.0,postive,mot,salary,umholo,salaris,mogolo,umvuzo,muhoro
