,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
244,Dimanyia,connaissance,3.0,postive,Mot,awareness,ukuzwa,bewustheid,temogo,ukwazisa,kuziva
245,Mpokolo,source,3.0,postive,Mot,source,umthombo,bron,mothopo,umthombo,Kunobva
246,Wa,de,0.0,neutral,Article,of,iwa-,van,ya,ye,of
248,Kuangata,prendre,2.0,postive,Verbe,take,hlalela,neem,tšea,thatha,tora
249,Tshibuashabuasha,univers,2.0,postive,Mot,universe,umhlaba wonke kanye nezulu,heelal,Legohle la Legohle .,indalo,zvakasikwa
250,Mitoto,etiole,2.0,postive,Mot,etiole,etiole,etiool,Etiole .,i-eiole,Etiole
251,Butoke,eclairer,2.0,postive,Verbe,enlighten,akhanyi,verlig,Seetša .,khanyisela,kuvhenekerwa
252,Mushindu,façon,2.0,postive,Mot,way,indlela,manier,tsela,indlela,nzira
253,Kuteleja,ecouter,2.0,postive,Verbe,listen,beka indlebe,luister,theeletša,mamela,Teerera
254,Diyi,voix,2.0,postive,Mot,voice,iphimbo,stem,lentšu,ilizwi,Izwi
255,Mubidi,corps,2.0,postive,Mot,body,umzimba,liggaam,mmele,umzimba,muviri
256,Mashi,sang,2.0,postive,Mot,blood,igazi,bloed,madi,igazi,Ropa
257,Kumona,voir,2.0,postive,Verbe,see,qonda,sien,bona,funda,ona
258,Kuitaba,accepter,2.0,postive,Verbe,accept,amukela,aanvaar,amogela,yamkela,gamuchira
259,Mpukampuka,hasard,2.0,postive,Mot,chance,ithuba,kans,sebaka,ithuba,mukana
260,tshibingishilu,commencement,2.0,postive,Mot,beginning,ukuqala,begin,mathomong,ukuqala,kutanga
261,Tshinfuanyi,image,2.0,postive,Mot,picture,isithombe,prentjie,seswantšho,umfanekiso,mufananidzo
262,Ngikadilu,qualiter,2.0,postive,Mot,quality,isimo,kwaliteit,boleng,Umgangatho,mhando
263,Bukokeshi,autoriter,2.0,postive,Mot,authorize,gunyaza,magtig,Dumelela .,gunyazisa,bvumidza
264,Dishilangana,different,2.0,postive,Mot,different,-ahlukile,anders,fapanego,eyahlukileyo,zvakasiyana
265,Kusambila,prier,2.0,postive,Verbe,pray,cela,bid,rapela,thandaza,Namata
266,Kukumbana,convenir,2.0,postive,Verbe,agree,vumelana,stem saam,dumela,vuma,Bvumirana
267,Bulunda,amitier,2.0,postive,Mot,friendship,ubudlelwane,vriendskap,segwera,ubuhlobo,Hushamwari
268,Kulua,venir,2.0,postive,Verbe,come,woza,kom,tla,yiza,huya
269,Mushinga,prix,2.0,postive,Mot,price,intengo,prys,theko,ixabiso,Mutengo
270,kusemena,approcher,2.0,postive,Verbe,approach,sondela,benadering,batamela,indlela,nzira
271,Kuambuluisha,aider,2.0,postive,Verbe,help,Usizo,help,thušo,Nceda,Rubatsiro
272,Kusamba,consoller,2.0,postive,Verbe,console,ikhonsoli,konsole,Console .,ikhonkco,console
273,Kusankisha,rejouire,2.0,postive,Verbe,rejoice,thokoza,jubel,Thabang .,Yibani nemihlali,Farai
274,kushintuluka,changer,2.0,postive,Verbe,to change,ukushintsha,te verander,go fetoga .,ukutshintsha,kuchinja
275,Makenga,souffrance,2.0,postive,Mot,suffering,Ukuhlupheka,lyding,go tlaišega,ukubandezeleka,Kutambura
276,Kuludika,redresser,2.0,postive,Verbe,to sort out,Ukuhlunga,uit te sorteer,go rarolla ntle .,Ukuhlela ngaphandle,kuronga
277,Kuenza,faire,2.0,postive,Verbe,TO DO,OKUZO KWENZIWA,OM TE DOEN,go dira .,UKWENZA,Kuita
278,kulomba,Demander,2.0,postive,Verbe,Ask,Buza,Vra,Kgopela,Buza,Bvunza
279,Kupumuna,epancher,2.0,postive,Verbe,spread,ukubhebhetheka,versprei,phatlalala,usasazeko,paradzira
280,Ditalala,paix,2.0,postive,Mot,peace,ukuthula,vrede,khutšo,uxolo,Runyararo
281,Kudisangisha,reunir,2.0,postive,Verbe,reunite,hlanganisa futhi,herenig,Kopanya gape .,phinda,reunite
282,Diku,famille,2.0,postive,Mot,family,umndeni,familie,lapa,usapho,mhuri
283,Tshisumbu,groupe,2.0,postive,Mot,band,isibopho,band,lepanta,band,bhendi
284,Mikenji,lois,2.0,postive,Mot,laws,imithetho,wette,Melao .,IMITHETHO,Mitemo
285,Ntemu,temoin,2.0,postive,Mot,witness,fakazela,getuie,hlatse,INgqina,Chapupu
286,Kushima,mentir,-3.0,negative,Verbe,lie,ginqika,lieg,maaka,ubuxoki,kunyepa
287,Tshisangilu,reunion,4.0,postive,Mot,meeting,umhlangano,vergadering,kopano,intlanganiso,musangano
288,Pamuapa,defois,4.0,postive,Mot,sometimes,ngesinye isikhathi,soms,nako tše dingwe,ngamaxesha athile,dzimwe nguva
289,Kuseka,Rigoler,4.0,postive,Verbe,To laugh,Ukuhleka,Om te lag,Go sega .,Ukuhleka,Kuseka
290,Kuibidila,habitude,4.0,postive,Mot,habit,isiko,gewoonte,setlwaedi,umkhwa,tsika
291,Madilu,deuil,-6.0,negative,Mot,grief,ubuhlungu,hartseer,bohloko,usizi,Kusuwa
292,Kuibaka,construire,3.0,postive,Verbe,build,akha,bou,aga,yakha,kuvaka
293,Bipepela,facile,3.0,postive,Mot,easy,-ncwaba,maklik,bonolo,kulula,nyore
294,Kusungula,choisire,3.0,postive,Verbe,choose,qoka,kies,kgetha,khetha,sarudza
295,kulomba,Demander,3.0,postive,Verbe,Ask,Buza,Vra,Kgopela,Buza,Bvunza
296,Bulongolodi,organisation,3.0,postive,Mot,organization,inhlangano,organisasie,mokgatlo,umbutho,Sangano
297,Kucimuna,vincrait,3.0,postive,Mot,vincrait,uhlobo lwe-vincroit,vincrait,Vincrait .,i-vincrait,vincrait
298,Kusuminyina,ainsister,3.0,postive,Verbe,soster,uonkelisi,soster,Soster .,i-soster,Soster
299,Kutunguluka,continuer,3.0,postive,Verbe,continue,qhubeka,gaan voort,tšwela pele,qhubeka,Enderera
300,Mufuki,createur,3.0,postive,Mot,Creator,UMdali,Skepper,Mmopi .,UMdali,Musiki
301,Kukokela,soumission,3.0,postive,Mot,submission,ukuthobela,voorlegging,boikokobetšo,inguquko,kuzviisa pasi
302,Disanka,joie,3.0,postive,Mot,joy,injabulo,vreugde,boipshino,uvuyo,Mufaro
303,Kukumbajia,ajouter,3.0,postive,Verbe,add,enezelela,byvoeg,hlakanya,yongeza,wedzera
304,Mukaji,femme,3.0,postive,Mot,women,abantu,vroue,basadi,abafazi,Vakadzi
305,mudimu,travail,3.0,postive,Verbe,work,ukusebenza,werk,mošomo,sebenza,shanda
306,Kabutu,destruiction,3.0,postive,Mot,destruction,isibhicongo,vernietiging,tshenyo,intshabalalo,kuparadzwa
307,Lukuka,aviditer,3.0,postive,Mot,greed,ukuhaha,gierigheid,megabaru,ukubawa,Makaro
308,Muana,descendance,3.0,postive,Mot,descendants,inzalo,afstammelinge,Ditlogolo .,inzala,vazukuru
309,Biabunyi,immence,3.0,postive,Mot,immence,-landelana,immens,EmMence .,Immensi,kusevha
310,Lulamatu,fideliter,3.0,postive,Mot,loyalty,ukuba neqiniso,lojaliteit,botshepegi,ukuthembeka,Kuvimbika
311,Kudipuekesha,humilter,3.0,postive,Mot,humiliate,dumaza,verneder,Mokokotlo wa go kokobetša .,hlaziya,zvinonyadzisa
312,Kukuba,proteger,3.0,postive,Verbe,protect,vikela,beskerm,šireletša,khusela,chengetedza
313,Ciendelela,eterniter,3.0,postive,Mot,eternity,ubungunaphakade,ewigheid,Bosafeleng .,kanaphakade,kusingagumi
314,Dishintuluka,changement,3.0,postive,Mot,change,phendula,verander,phetogo,utshintsho,Shanduko
315,Ditumikila,obeisance,3.0,postive,Mot,obedience,ukuzwa,gehoorsaamheid,Go kwa .,ukuthobela,Kuteerera
316,disanka,bonheur,3.0,postive,Mot,happiness,injabulo,geluk,lethabo,ulonwabo,Mufaro
317,dibungama,tristesse,-1.0,negative,Mot,sadness,ukudabuka,hartseer,manyami a go nyama .,usizi,kusuwa
318,tshinji,colere,-4.0,negative,Mot,anger,intukuthelo,woede,pefelo,umsindo,kutsamwa
319,bowa,peur,-6.0,negative,Mot,fear,ukwesaba,vrees,tšhoga,uloyiko,kutya
320,ditalala,paix,5.0,postive,Mot,peace,ukuthula,vrede,khutšo,uxolo,Runyararo
321,kukuata,reusir,5.0,postive,Verbe,succeed,phumelela,slaag,atlega,phumelela,Budirira
322,kubula,echec,-5.0,negative,Mot,failure,phaphalaza,mislukking,go palelwa,ukusilela,kutadza
323,ditekemena,confiance,4.0,postive,Mot,trust,themba,vertrou,tshepha,ukuthembana,kuvimba
324,kuseka,sourire,6.0,postive,Verbe,smile,ukumamatheka,glimlag,myemyela,uncumo,kunyemwerera
325,bisonji,Larmes,-3.0,negative,Mot,Tears,Izinyembekathi,Trane,Megokgo,Iinyembezi,Misodzi
326,ditekemena,espoir,2.0,postive,Mot,hope,ithemba,hoop,kholofelo,Ithemba,Tariro
327,kuvuluka,souvenir,3.0,postive,Mot,memory,ukukhumbula,geheue,kgopolo,imemori,ndangariro
328,kubengakutekemena,desespoir,-7.0,negative,Mot,despair,phela ithemba,wanhoop,hloboga,Ukuphelelwa lithemba,kupererwa
329,moyimukola,courage,1.0,postive,Mot,courage,isibindi,moed,mafolofolo,isibindi,ushingi
330,tungunuka,continuer,1.0,postive,Verbe,continue,qhubeka,gaan voort,tšwela pele,qhubeka,Enderera
331,mudikadila,liberter,1.0,postive,Mot,liberate,khulula,bevry,lokolloa .,ikhululekile,kusunungura
332,kukudimuna,trasformer,1.0,postive,Verbe,transform,shintsha,transformeer,Phetogo ya phetošo .,tshintsha,Shandura
333,kukola,grandir,1.0,postive,Verbe,to grow,Ukukhula,te groei,go gola .,ukukhula,Kukura
334,kulongesha,enseigne,1.0,postive,Mot,taught,wafundisa,geleer,rutile,ifundisiwe,kudzidziswa
335,tshisumi,perceverance,1.0,postive,Mot,perception,ukuqonda,persepsie,temogo,umbono,Perception
336,kubela,reprimande,-4.0,negative,Mot,reprimand,ukujezisa,berisping,Kgalemo .,phinda,kutsiura
337,kulomba,demander,4.0,postive,Verbe,ask,buza,vra,kgopela,buza,bvunza
338,bundu,honte,-3.0,negative,Mot,shame,amahloni,skaamte,mahlabišadihlong,ihlazo,nyadzi
339,lupepela,air,2.0,postive,Mot,air,umoya,lug,moya,umoya,mhepo
340,buloba,monde,2.0,postive,Mot,world,izwe,wêreld,lefase,Umhlaba,Nyika
341,anumpidieu,immediatement,2.0,postive,Mot,immediately,eduze,onmiddellik,ka potlako,kwangoko,pakarepo
342,bualubudimuakuezeka,possible,2.0,postive,Mot,possible,-enzekayo,moontlik,kgonagalo,kunokwenzeka,zvinogoneka
343,bualubudikabuyimuakuezeka,impossible,-2.0,negative,Mot,impossible,-ngenakwenzeka,onmoontlik,sa kgonagalego,ayinakwenzeka,hazvigoneke
344,buabualukayi,pourquoi,0.0,neutral,Mot,Why,Ngobani,Hoekom,Ka lebaka la eng,Ngoba,Sei
345,biakana,parfaite,4.0,postive,Mot,perfect,gweda,perfek,phethegilego,igqibelele,kukwana
346,muenacilema,egoiste,-5.0,negative,Mot,self-centered,ngokwakho uqobo,selfgesentreerd,Boithati .,ukuzingca,kuzvifunga
347,umueka,visible,6.0,postive,Mot,visible,qavile,sigbaar,Go bonagala .,ibonakale,inoonekwa
348,kayilulamatu,infidele,-3.0,negative,Mot,unfaithful,-ngenalo iqiniso,ontrou,Go se botege .,enganyanisekanga,vasina kutendeka
349,lulamatu,fidele,3.0,postive,Mot,faithful,-thembekile,getrou,botega,ithembekile,Kutendeka
350,disengelela,supplication,3.0,postive,Mot,supplication,ukunxusa,smeking,Kgopelo .,ukucela,Kuteterera
351,dipingana,retour,3.0,postive,Mot,back,-dlulile,terug,morago,umva,kumashure
352,dikudimuna,variation,3.0,postive,Mot,variation,ukuphenduka,variasie,Phapano .,umahluko,kusiyana
353,dikuatshisha,contribuer,3.0,postive,Verbe,contribute,nikela,bydra,na le seabe,ngegalelo,batsira
354,dikanyina,menace,-5.0,negative,Mot,threat,ukusongela,bedreiging,matšhošetši,isoyikiso,kutyisidzira
355,dijimina,disparaitre,-6.0,negative,Mot,disappear,nyamalala,verdwyn,nyamelela,nyamalala,nyangarika
356,difuilalusa,pardon,1.0,postive,Mot,pardon,xolela,verskoning,tshwarelo,uxolelo,kuregerera
357,dibela,discipline,1.0,postive,Mot,discipline,imfundiso yokulalela,dissipline,kgalema,uqeqesho,kurangwa
358,dibingishibua,justification,1.0,postive,Mot,justification,ukuthethelela isizathu esizwakalayo,regverdiging,Go lokafatšwa .,ukuzithethelela,kururamisa
359,kutangila,surveillance,1.0,postive,Mot,monitoring,ukuqapha,monitering,Go bea leihlo .,ukubeka iliso,Kuongorora
360,mukawu,jalousie,-8.0,negative,Mot,jealousy,umona,jaloesie,Lehufa .,umona,godo
361,kuanyishibua,satisfaction,4.0,postive,Mot,satisfaction,ukugculiseka,tevredenheid,kgotsofalo,ulwaneliseko,Kugutsikana
362,dinyingalala,regret,-8.0,negative,Mot,regret,zisola,spyt,maswabi,ukuzisola,kuzvidemba
363,disanka,enthousiasme,4.0,postive,Mot,enthusiasm,ugqozi,entoesiasme,mafolofolo,inzondelelo,kushingairira
364,kushikija,determination,4.0,postive,Mot,determination,ukunquma,vasberadenheid,phegelelo,ukuzimisela,kutsunga
365,kukina,hair,-5.0,negative,Mot,hate,ukuzonda,haat,hloya,intiyo,kuvenga
366,dielekana,inquietude,-4.0,negative,Mot,worry,khathazeka,bekommer,tshwenyega,Ixhala,kunetseka
367,dilenga,bonne,3.0,postive,Mot,Good,Kuhle ngokuncomekayo,Goed,Gabotse,Kulungile,Kugona
368,dituku,journée,3.0,postive,Mot,daytime,isikhathi sasemini,dagtyd,Motšehare .,ixesha lexesha,masikati
369,muedi,barbe,3.0,postive,Mot,beard,intshebe,baard,ditedu,iindevu,Ndebvu
370,mukana,bouche,3.0,postive,Mot,mouth,umlomo,mond,molomo,umlomo,muromo
371,diboko,bras,3.0,postive,Mot,arm,hlomisa,arm,letsogo,ingalo,ruoko
372,bongo,cerveau,3.0,postive,Mot,brain,ingqondo,brein,bjoko,Ingqondo,uropi
373,kasuki,cheveu,3.0,postive,Mot,hair,uboya,hare,moriri,iinwele,bvudzi
374,kampombe,cheville,3.0,postive,Mot,ankle,isinqe,enkel,kokoilane,i-ankle,Ankle
375,lukofi,cil,3.0,postive,Mot,eyelash,ukhophe,wimpers,Eyelash .,iliso,eyelash
376,muoyo,cœur,3.0,postive,Mot,heart,inhliziyo,hart,pelo,Intliziyo,moyo
377,nuongo,colonnevertébrale,3.0,postive,Mot,vertebral column,Ikholomu yeVertebral,werwelkolom,Kholomo ya mokokotlo .,Ikholamu ye-vertebral,vertebral column
378,mubidi,corps,3.0,postive,Mot,body,umzimba,liggaam,mmele,umzimba,muviri
379,libadi,cote,3.0,postive,Mot,side,usebe,kant,lehlakore,icala,padivi
380,nshingu,cou,3.0,postive,Mot,neck,intamo,nek,molala,intamo,mutsipa
381,lukenyibu,coude,3.0,postive,Mot,elbow,indololwane,elmboog,setšu,lbow,Elbow
382,tshibalubalu,crane,3.0,postive,Mot,skull,ithambo lekhanda,skedel,Lehata .,skill,dehenya
383,tshibelo,cuisse,3.0,postive,Mot,thigh,ithanga,bobeen,serope,ithanga,chidya
384,dinu,dent,3.0,postive,Mot,tooth,izinyo,tand,leino,izinyo,zino
385,munu,doigt,3.0,postive,Mot,finger,umunwe,vinger,monwana,umnwe,chigunwe
386,nyima,dos,3.0,postive,Mot,back,-dlulile,terug,morago,umva,kumashure
387,dikaya,épaule,3.0,postive,Mot,shoulder,igxalaba,skouer,legetla,igxalaba,pfudzi
388,tshifu,estomac,3.0,postive,Mot,stomach,isisu,maag,dimpa,isisu,dumbu
389,ditaku,fesse,3.0,postive,Mot,buttock,isinqe,boud,Marago .,i-buttock,Buttock
390,mutshima,foie,3.0,postive,Mot,liver,isibindi,lewer,sebete,isibindi,chiropa
391,mpala,front,3.0,postive,Mot,forehead,imvelelo,voorkop,phatla,ibunzi,pahuma
392,tsinu,genou,3.0,postive,Mot,knee,idolo,knie,khuru,idolo,ibvi
393,diminu,gorge,3.0,postive,Mot,throat,umphimbo,keel,mogolo,umqala,pahuro
394,kunyema,courrir,3.0,postive,Verbe,run,gijima,hardloop,kitima,baleka,kumhanya
395,kudila,pleurer,-7.0,negative,Verbe,cry,memeza,huil,lla,khala,kuchema
396,kusambila,prier,5.0,postive,Verbe,pray,cela,bid,rapela,thandaza,Namata
397,kudima,cultiver,5.0,postive,Verbe,cultivate,zijwayeza,kweek,Hlagolela .,hlakulela,Vavarira
398,kusalula,labourer,5.0,postive,Verbe,plow,hlakula,ploeg,Mogoma .,ukulima,kurima
399,luteta,graine,5.0,postive,Mot,seed,inhlwanyelo,saad,peu,imbewu,Mbeu
400,munya,soleil,5.0,postive,Mot,sun,ilanga,son,letšatši,ilanga,zuva
401,budimi,champ,5.0,postive,Mot,field,idlelo,veld,tšhemo,intsimi,munda
402,bowa,champignon,5.0,postive,Mot,mushroom,ikhowe,sampioen,tlokwane,imashurumi,mushwa
403,buanga,fêtiche,-1.0,negative,Mot,fetish,fetish,fetisj,Fetish .,thambisa,Fetish
404,manga,medicaments,2.0,postive,Mot,drugs,Izidakamizwa,dwelms,Dihlare-tagi .,iziyobisi,zvinodhaka
405,kudia,manger,2.0,postive,Verbe,eat,-dla,eet,ja,yitya,idya
406,tshisanji,radio,2.0,postive,Mot,radio,iwayilense,radio,Seyalemoya .,irediyo,radio
407,tshisangilu,ristourne,2.0,postive,Mot,rebate,ukubuyiselwa emuva,korting,Pušetšo .,isaphulelo,Rebate
408,kasengulu,tamis,2.0,postive,Mot,sieve,luswano,sif,Sefe ya go se be le mohola .,sieve,sieve
409,njiwu,danger,-6.0,negative,Verbe,hazard,inkatho,gevaar,kotsi,ingozi,njodzi
410,kulongolola,arranger,3.0,postive,Verbe,arrange,lungisa,reël,beakanya,cwangcisa,ronga
411,bunyi,Motbre,3.0,postive,Mot,Motbre,IMotbre,Motbre,MOTBRE .,Isiqu,Motbre
412,kukezula,purifier,3.0,postive,Verbe,purify,hlanza,suiwer,Hlwekiša .,hlamba,chinatsa
413,kubikakulufu,ressuciter,1.0,postive,Verbe,resurrect,vusa,opstaan,Tsoša .,vusa,kumera
414,bangilu,debut,1.0,postive,Mot,beginning,ukuqala,begin,mathomong,ukuqala,kutanga
415,kubika,sereveiller,1.0,postive,Verbe,wake up,Vuka,wakker word,tsoga,Vuka,muka
416,kulala,dormir,1.0,postive,Verbe,sleep,ukulala,slaap,robala,ukulala,Kurara
417,nshinga,fil,1.0,postive,Mot,thread,intanjana,draad,garane,intambo,Thread
418,bubi,mal,-1.0,negative,Mot,wrong,-ngalungile,verkeerd,phošo,ayilunganga,zvakaipa
419,disanka,joie,4.0,postive,Mot,joy,injabulo,vreugde,boipshino,uvuyo,Mufaro
420,buta,sandre,3.0,postive,Mot,zander,wander,snoekbaars,Zander .,iZander,zander
421,tshingoma,arme,-4.0,negative,Mot,armed,-hlomile,gewapen,O hlometše ka dibetša .,ixhobile,zvombo
422,nkuasa,chaise,2.0,postive,Mot,chair,isihlalo,stoel,setulo,isitulo,chigaro
423,diba,montre,2.0,postive,Mot,watch,qapha,kyk,bogela,jonga,tarisa
424,ngondo,lune,2.0,postive,Mot,moon,inyanga,maan,ngwedi,inyanga,mwedzi
425,ditu,journer,2.0,postive,Mot,day,usuku,dag,letšatši,usuku,zuva
426,nyama,animal,2.0,postive,Mot,animal,isilwane,dier,phoofolo,isilwanyana,mhuka
427,lumingu,semaine,2.0,postive,Mot,week,isonto,week,beke,iveki,vhiki
428,nsangilu,assemblée,2.0,postive,Mot,assembly,umbuthano,samestelling,kopano,indibano,gungano
429,biheta,résulat,2.0,postive,Mot,result,umphumela,resultaat,poelo,isiphumo,mhedzisiro
430,mateta,examen,2.0,postive,Mot,exam,ukuhlola,eksamen,tlhahlobo,iimviwo,bvunzo
431,kunyema,fuir,2.0,postive,Verbe,flee,baleka,vlug,ngwega,saleke,Tiza
432,kusama,maladie,-2.0,negative,Mot,disease,isifo,siekte,bolwetši,isifo,chirwere
433,ludimi,langue,4.0,postive,Mot,language,ulimi,taal,polelo,ulwimi,Mutauro
434,matshi,oreille,4.0,postive,Mot,ear,indlebe,oor,tsebe,indlebe,nzeve
435,nshingu,cou,4.0,postive,Mot,neck,intamo,nek,molala,intamo,mutsipa
436,muaku,Mot,4.0,postive,Mot,Word,Uhlamvu lwegama,Woord,Lentšu,Igama,Izwi
437,kusomba,s'asseoire,4.0,postive,Verbe,sit down,Hlala phansi,gaan sit,Dula fase .,Hlala phantsi,gara pasi
438,ngondo,mois,4.0,postive,Mot,month,inyanga,maand,kgwedi,inyanga,mwedzi
439,kulua,venir,4.0,postive,Verbe,come,woza,kom,tla,yiza,huya
440,kuya,partir,4.0,postive,Verbe,leave,shiya,verlaat,tloga,shiya,zivisa
441,tshibasa,banc,4.0,postive,Mot,bench,isihlalo eside,bank,panka,ibhentshi,bhenji
442,dibeji,papier,4.0,postive,Mot,paper,iphepha,papier,pampiri,iphepha,Pepa
443,kabudimbua,sachet,4.0,postive,Mot,bag,isikhwama,sak,mokotla,ibhegi,bhegi
444,kabudimbua,macadame,4.0,postive,Mot,macadame,I-MacaDame,makadam,Macadame .,macadame,Macadame
445,njila,route,4.0,postive,Mot,road,umgwaqo,pad,tsela,indlela,mugwagwa
446,benketshi,sceau,4.0,postive,Mot,seal,ukubeka uphawu,seël,tswalela,itywina,chisimbiso
447,kusamuna,louer,4.0,postive,Verbe,to rent out,ukuqasha,te verhuur,Go hira .,ukuqesha ngaphandle,kubvarura
448,kosha,brûler,4.0,postive,Verbe,burn,shisa,brand,fiša,tshisa,kupisa
449,luwongu,ravin,4.0,postive,Mot,ravine,udonga,kloof,Moedi wa Moroko .,ravine,ravine
450,bulalu,lit,4.0,postive,Mot,bed,umbhede,bed,mpete,ibhedi,mubhedha
451,mitshi,arbre,4.0,postive,Mot,TREE,Isihlahla,BOOM,MOHLARE,Umthi,Muti
452,kushiya,laisser,4.0,postive,Verbe,to leave,ukuhamba,om te vertrek,go tloga .,ukuhamba,kusiya
453,dingeya,mangue,4.0,postive,Mot,mango,i-Mango,mango,Mango .,imango,mango
454,tshimuma,fruit,4.0,postive,Mot,fruit,isithelo,vrugte,seenywa,iziqhamo,michero
455,kabuta,malette,4.0,postive,Mot,briefcase,isudikesi lezincwadi,aktetas,Mokotla wa dipuku .,ibrinter,chikwama
456,bukula,farine,4.0,postive,Mot,flour,incushuncushu,meel,folouru,umgubo,hupfu
457,kutokesha,blanchir,1.0,postive,Verbe,whiten,mhlophe,bleek,Se se šweu .,whiten,Whiten
458,butoka,blancheur,1.0,postive,Mot,whiteness,ubumsulwa,witheid,Bosweu .,imhlophe,White
459,kufunda,ecrire,1.0,postive,Verbe,to write,ukubhala,te skryf,Go ngwala .,ukubhala,kunyora
460,kunvua,entendre,1.0,postive,Verbe,hear,zwa,hoor,kwa,yiva,Inzwa
461,kuteleja,ecouter,1.0,postive,Verbe,listen,beka indlebe,luister,theeletša,mamela,Teerera
462,kusengelela,supplier,1.0,postive,Verbe,beg,cela,smeek,Beg .,cela,kukumbira
463,bitotshi,boue,1.0,postive,Mot,mud,ibishi,modder,leraga,udaka,matope
464,kulongesha,enseigner,1.0,postive,Verbe,teach,fundisa,leer,ruta,fundisa,Dzidzisa
465,kuvuala,porter,1.0,postive,Verbe,to carry,ukuthwala,te dra,go rwala .,ukubamba,kutakura
466,ndenji,bebiteur,1.0,postive,Mot,bebiteur,ibheyili,bebiteur,Bebeber .,bebiteur,Bebiteur
467,kunaya,jouer,1.0,postive,Verbe,play,dlala,speel,raloka,dlala,Tamba
468,mubangila,fiancer,1.0,postive,Mot,get engaged,ubandakanyeka,verloof raak,Get e beeleditšwe .,thenjiswe umtshato,gamuchira
469,muanzankongolu,arcenciel,1.0,postive,Mot,rainbow,uthingo lwenkosazana,reënboog,Molalatladi .,umnyama,Rainbow
470,nvula,pluie,1.0,postive,Mot,rain,imvula,reën,pula,imvula,Kunaya
471,tumbela,arachide,1.0,postive,Mot,peanut,intongomane,grondboontjiebotter,Peanut .,peanut,peanut
472,kubola,pourrir,-2.0,negative,Mot,rot,bola,vrot,Bola .,ukubola,kuora
473,moyi,salutation,3.0,postive,Mot,greeting,izwi lokubingelela,groete,madume,imibuliso,kukwazisa
474,luzadi,ongle,3.0,postive,Mot,nail,isipikili,spyker,lenala,isipikili,mbambo
475,mushiku,lèvre,3.0,postive,Mot,lip,udebe,lip,Molomo .,imilebe,muromo
476,tshina,troue,3.0,postive,Mot,hole,umgodi,gat,lešoba,umngxunya,gomba
477,lukita,tombeau,3.0,postive,Mot,tomb,ithuna,graf,Lebitla .,ingcwaba,tomb
478,musheta,cercueil,3.0,postive,Mot,coffin,ibhokisi lokungcwaba,kis,Lekese .,ibhokisi,bhokisi
479,kutanda,gronder,3.0,postive,Verbe,scold,bhokela,skel,omanya,phawula,tuka
480,mukela,sel,3.0,postive,Mot,salt,usawoti,sout,letswai,ityiwa,munyu
481,lukombu,baler,3.0,postive,Mot,baler,uvusana,baler,Baler .,i-baler,Bailer
482,kuasa,brancher,3.0,postive,Verbe,connect,hlangana,verbind,kopanya,qhagamshela,Batanidza
483,kulela,accoucher,3.0,postive,Verbe,give birth,zala,geboorte gee,go belega .,zala,zvara
484,kulonga,etudier,3.0,postive,Verbe,to study,ozokufunda,om te studeer,go ithuta .,ukufunda,kudzidza
485,kuvuala,s'abiller,3.0,postive,Verbe,to dress,ukugqoka,aan te trek,Go apara .,ukunxiba,kupfeka
486,kuenda,marcher,3.0,postive,Verbe,to walk,ukuhamba,te loop,Go sepela .,ukuhamba,kufamba
487,kuamba,dire,3.0,postive,Verbe,say,khuluma,sê,bolela,yithi,taura
488,kuakula,parler,3.0,postive,Verbe,talk,shumayela,praat,bolela,thetha,taura
489,kudia,manger,3.0,postive,Verbe,eat,-dla,eet,ja,yitya,idya
490,kusumba,acheter,3.0,postive,Verbe,buy,thenga,koop,reka,Thenga,tenga
491,kubanda,monter,3.0,postive,Verbe,to go up,ukukhuphuka,om op te gaan,go ya godimo .,ukuya phezulu,kukwira
492,kubenga,refuser,3.0,postive,Verbe,refuse,ala,weier,gana,inyikima,ramba
493,kupatuka,sortir,3.0,postive,Verbe,to go out,ukuphuma,om uit te gaan,Go tšwa .,ukuphuma,kubuda
494,kusomba,s'assoir,3.0,postive,Verbe,sit down,Hlala phansi,gaan sit,Dula fase .,Hlala phantsi,gara pasi
495,kulenga,toucher,3.0,postive,Verbe,to touch,Ukuthinta,aan te raak,Go kgoma .,ukuchukumisa,kubata
496,kutuala,emener,3.0,postive,Verbe,take away,ukudla okudlela endlini,wegneem,dijo tša tseleng,Yise kude,tora woenda nazvo
497,kuimansha,jetter,3.0,postive,Verbe,throw away,Kulahle,weggooi,Lahlela .,Lahla ngaphandle,rasa
498,kubugna,plier,3.0,postive,Verbe,bend,gobisa,buig,koba,gobe,Bend
499,kuenza,fair,3.0,postive,Verbe,fair,-hle,regverdig,lokilego,ubulungisa,zvakanaka
500,kulekala,laisser,3.0,postive,Verbe,to leave,ukuhamba,om te vertrek,go tloga .,ukuhamba,kusiya
501,kumvua,ecouter,3.0,postive,Verbe,listen,beka indlebe,luister,theeletša,mamela,Teerera
502,kukuluka,tomber,-1.0,negative,Verbe,to fall,ukuwa,om te val,Go wa .,ukuwa,kudonha
503,kunanga,aimer,2.0,postive,Verbe,to like,uzothanda,te hou,go rata .,ukuthanda,kuda
504,kulala,dormir,2.0,postive,Verbe,sleep,ukulala,slaap,robala,ukulala,Kurara
